label,count,mean,std,min,25%,50%,75%,max
case,248735.0,1.467535100673002,0.6749423382816737,-1.8087549931429168,1.0126196555837568,1.4679907604401483,1.9230076133439293,4.487003014908856
control,248717.0,0.008827724589924054,0.6744411416471693,-2.9742004674465763,-0.4448381539005839,0.0092264007880696,0.4629665051667901,3.0640154616489808
